lighting_interior,lighting_exterior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.331,0.488,0.488,0.467,0.0167,0,0,0.641,0.14,0,0.0827
0.362,0.58,0.58,0.233,0,0,0,0.653,0,0,0.0962
0.435,0.616,0.616,0,0,0.957,0,0.616,0,0.233,0.168
0.555,0.653,0.653,0,0,0.0426,0.683,0.579,0,0.695,0.154
0.476,0.635,0.635,0,0,0,0,0.525,0,0.477,0.29
0.379,0.543,0.543,0,0,0,0,0.484,0,0.271,0.228
0.115,0.46,0.46,0,0,0,0,0.458,0,0.346,0.214
0.0736,0.368,0.368,0,0,0,0,0.454,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0.0857
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0.0601
0.218,0.396,0.396,0,0,0,0,0.459,0,0,0.34
0.16,0.432,0.432,0.467,0,0,0,0.483,0,0,0.0653
0.268,0.313,0.313,0,0,0,0,0.508,0,0,0
0.152,0.212,0.212,0,0,0,0,0.487,0,0,0.257
0.149,0.221,0.221,0,0,0,0,0.487,0,0,0
0.143,0.23,0.23,0,0,0,0,0.491,0,0,0.0428
0.14,0.221,0.221,0,0,0.319,0,0.495,0,0.0849,0.0857
0.228,0.258,0.258,0,0,0.681,0.35,0.525,0,0.89,0
0.228,0.285,0.285,0,0,0,0.333,0.517,0,0.463,0.0857
0.139,0.294,0.294,0.217,0,0,0,0.499,0,0.139,0.171
0.23,0.359,0.359,0.483,0,0,0,0.549,0,0,0.443
0.331,0.488,0.488,0,0,0,0,0.641,0,0,0.0428
0.258,0.58,0.58,0,0,0,0,0.591,0,0,0.0428
0.435,0.616,0.616,0,0,0,0,0.616,0,0,0.0428
0.555,0.653,0.653,0,0,0,0,0.579,0,0,0.0428
0.263,0.635,0.635,0,0,0,0,0.495,0,0,0.0857
0.214,0.543,0.543,0,0,0,0,0.475,0,0,0
0.0491,0.46,0.46,0,0,0,0,0.465,0,0,0.0428
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0.171
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.396,0.396,0,0,0,0,0.465,0,0,0.0646
0.16,0.432,0.432,0,0,0,0,0.483,0,0,0
0.159,0.313,0.313,0,0,0,0,0.487,0,0,0
0.152,0.212,0.212,0,0,0,0,0.487,0,0,0
0.149,0.221,0.221,0,0,0,0,0.487,0,0,0
0.143,0.23,0.23,0,0,0,0,0.491,0,0,0.171
0.14,0.221,0.221,0,0,0,0,0.495,0,0,0.0428
0.139,0.258,0.258,0,0,0.66,0.117,0.495,0,0.29,0.0428
0.138,0.285,0.285,0,0,0,0.567,0.491,0,0.413,0.0857
0.139,0.294,0.294,0.217,0,0,0,0.499,0,0.0205,0.0428
0.23,0.359,0.359,0.95,0,0,0,0.549,0,0,0.128
0.331,0.488,0.488,0,0,0,0,0.641,0,0,0.171
0.362,0.58,0.58,0,0.667,0,0,0.653,0.502,0,0.343
0.435,0.616,0.616,0,0.25,0,0,0.616,0.206,0,0.0428
0.555,0.653,0.653,0,0.167,0,0,0.579,0.276,0,0.0857
0.263,0.635,0.635,0,0.75,0,0,0.495,0.6,0,0.0428
0.214,0.543,0.543,0,0,0,0,0.475,0,0,0.135
0.115,0.46,0.46,0,0,0,0,0.458,0,0,0.229
0.0736,0.368,0.368,0,0,0,0,0.454,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0.0428
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0757,0.331,0.331,0.217,0,0,0,0.446,0,0,0.0465
0.134,0.396,0.396,0.717,0,0,0,0.462,0,0,0
0.272,0.432,0.432,0,0,0,0,0.5,0,0,0
0.159,0.313,0.313,0,0,0,0,0.487,0,0,0
0.152,0.212,0.212,0,0,0,0,0.487,0,0,0.0428
0.149,0.221,0.221,0,0,0,0,0.487,0,0,0.0857
0.143,0.23,0.23,0.217,0,0,0,0.491,0,0,0.277
0.23,0.221,0.221,0.483,0.683,0,0,0.525,0.563,0,0.128
0.228,0.258,0.258,0,0,0,0,0.525,0,0,0
0.138,0.285,0.285,0,0,0,0,0.491,0,0,0
0.139,0.294,0.294,0,0,0,0,0.499,0,0,0.0857
0.23,0.359,0.359,0,0,0,0,0.549,0,0,0.216
0.331,0.488,0.488,0,0,0,0,0.641,0,0,0.0857
0.362,0.58,0.58,0,0.417,0,0,0.653,0.505,0,0.171
0.435,0.616,0.616,0,0.5,0,0,0.616,0.564,0,0.0857
0.555,0.653,0.653,0,0,0,0,0.579,0.581,0,0
0.689,0.635,0.635,0,0,0,0,0.555,0.746,0,0.122
0.379,0.543,0.543,0,0,0,0,0.484,0,0,0.0428
0.115,0.46,0.46,0,0,0,0,0.458,0,0,0.171
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0.0857
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0.0428
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.396,0.396,0,0,0,0,0.465,0,0,0
0.16,0.432,0.432,0,0,0,0,0.483,0,0,0.0913
0.159,0.313,0.313,0.217,0,0,0,0.487,0,0,0
0.256,0.212,0.212,1,0,0,0,0.508,0,0,0
0.248,0.221,0.221,1,0,0,0,0.508,0,0,0
0.238,0.23,0.23,0.833,0,0,0,0.517,0,0,0
0.23,0.221,0.221,0,0,0,0,0.525,0,0,0
0.139,0.258,0.258,0,0,0,0,0.495,0,0,0.257
0.138,0.285,0.285,0,0,0,0,0.491,0,0,0.0428
0.228,0.294,0.294,0,0,0,0,0.533,0,0,0.214
0.0491,0.359,0.359,0.217,0,0,0,0.465,0,0,0.128
0.237,0.488,0.488,0.0167,0,0,0,0.582,0,0,0.0857
0.258,0.58,0.58,0,0,0,0,0.591,0,0,0.771
0.306,0.616,0.616,0,0,0,0,0.566,0,0,0.128
0.386,0.653,0.653,0,0,0,0,0.541,0,0,0
0.689,0.635,0.635,0,0,0,0,0.555,0,0,0.126
0.544,0.543,0.543,0,0,0,0,0.493,0,0,0.355
0.181,0.46,0.46,0,0,0,0,0.451,0,0,0
0.0982,0.368,0.368,0,0,0,0,0.443,0,0,0.0857
0.0573,0.34,0.34,0,0,0,0,0.446,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0.0857
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0.0857
0.0491,0.396,0.396,0,0,0,0,0.465,0,0,0
0.0491,0.432,0.432,0.217,0,0,0,0.465,0,0,0
0.159,0.313,0.313,0.25,0,0,0,0.487,0,0,0
0.256,0.212,0.212,0,0,0,0,0.508,0,0,0
0.248,0.221,0.221,0,0,0,0,0.508,0,0,0.231
0.143,0.23,0.23,0,0,0,0,0.491,0,0,0
0.14,0.221,0.221,0,0,0,0,0.495,0,0,0.128
0.228,0.258,0.258,0,0,0,0,0.525,0,0,0.214
0.228,0.285,0.285,0,0,0,0,0.517,0,0,0.128
0.139,0.294,0.294,0,0,0,0,0.499,0,0,0.214
0.139,0.359,0.359,0,0,0,0,0.507,0,0,0.0857
0.143,0.488,0.488,0,0,0,0,0.524,0,0,0.0857
0.154,0.58,0.58,0,0,0,0,0.528,0,0,0.0857
0.178,0.616,0.616,0,0,0,0,0.516,0,0,0.257
0.218,0.653,0.653,0,0,0,0,0.503,0,0,0.128
0.476,0.635,0.635,0,0,0,0,0.525,0,0,0.0428
0.379,0.543,0.543,0,0,0,0,0.484,0,0,0.125
0.115,0.46,0.46,0,0,0,0,0.458,0,0,0.0956
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0.0428
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.218,0.396,0.396,0.467,0,0,0,0.459,0,0,0.407
0.272,0.432,0.432,0,0,0,0,0.5,0,0,0.157
0.268,0.313,0.313,0,0,0,0,0.508,0,0,0.296
0.256,0.212,0.212,0,0,0,0,0.508,0,0,0.136
0.248,0.221,0.221,0,0,0,0,0.508,0,0,0.0428
0.143,0.23,0.23,0,0,0,0,0.491,0,0,0.171
0.14,0.221,0.221,0,0,0,0,0.495,0,0,0.128
0.139,0.258,0.258,0,0,0,0,0.495,0,0,0
0.138,0.285,0.285,0,0,0,0,0.491,0,0,0.0428
0.139,0.294,0.294,0,0,0,0,0.499,0,0,0.0857
0.139,0.359,0.359,0,0,0,0,0.507,0,0,0.128
0.237,0.488,0.488,0,0,0,0,0.582,0,0,0.0943
0.362,0.58,0.58,0,0,0,0,0.653,0,0,0.171
0.435,0.616,0.616,0,0,0,0,0.616,0,0,0
0.555,0.653,0.653,0,0,0,0,0.579,0,0,0
0.689,0.635,0.635,0,0,0,0,0.555,0,0,0.0428
0.379,0.543,0.543,0,0,0,0,0.484,0,0,0.0428
0.115,0.46,0.46,0,0,0,0,0.458,0,0,0.214
0.0736,0.368,0.368,0,0,0,0,0.454,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0.128
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0.0857
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0757,0.331,0.331,0,0,0.957,0,0.446,0,0.533,0.0489
0.218,0.396,0.396,0,0,0.0426,0.45,0.459,0,0.577,0.247
0.272,0.432,0.432,0,0,0,0,0.5,0,0,0.162
0.0491,0.313,0.313,0,0,0,0,0.465,0,0,0.0428
0.0491,0.212,0.212,0,0,0,0,0.465,0,0,0.3
0.0491,0.221,0.221,0,0,0,0,0.465,0,0,0.385
0.0491,0.23,0.23,0,0,0,0,0.465,0,0,0
0.0491,0.221,0.221,0,0,0,0,0.465,0,0,0
0.0491,0.258,0.258,0,0,0,0,0.465,0,0,0
0.0491,0.285,0.285,0,0,0,0,0.465,0,0,0
0.0491,0.294,0.294,0,0,0,0,0.465,0,0,0
0.139,0.359,0.359,0,0.167,0,0,0.507,0.28,0,0
0.143,0.488,0.488,0,0.75,0,0,0.524,0.439,0,0
0.362,0.58,0.58,0,0,0,0,0.653,0.642,0,0
0.435,0.616,0.616,0,0,0,0,0.616,0.642,0,0.0857
0.555,0.653,0.653,0,0,0,0,0.579,0.507,0,0.343
0.476,0.635,0.635,0,0,0,0,0.525,0,0,0.0428
0.379,0.543,0.543,0,0,0,0,0.484,0,0,0
0.0491,0.46,0.46,0,0,0,0,0.465,0,0,0.0857
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0495,0.304,0.304,0,0,0,0,0.442,0,0,0.0887
0.0757,0.331,0.331,0,0,0,0,0.446,0,0,0.188
0.134,0.396,0.396,0,0,0,0,0.462,0,0,0.155
0.16,0.432,0.432,0,0,0,0,0.483,0,0,0.148
0.0491,0.313,0.313,0,0,0,0,0.465,0,0,0.214
0.0491,0.212,0.212,0,0,0,0,0.465,0,0,0.296
0.149,0.221,0.221,0,0,0,0,0.487,0,0,0
0.143,0.23,0.23,0,0,0,0,0.491,0,0,0
0.0491,0.221,0.221,0,0,0,0,0.465,0,0,0
0.0491,0.258,0.258,0,0,0,0,0.465,0,0,0.0428
0.0491,0.285,0.285,0,0,0,0,0.465,0,0,0.3
0.139,0.294,0.294,0.217,0,0,0,0.499,0,0,0
0.23,0.359,0.359,0.483,0,0,0,0.549,0,0,0
0.331,0.488,0.488,0,0.683,0,0,0.641,0.676,0,0
0.362,0.58,0.58,0,0,0,0,0.653,0,0,0.153
0.435,0.616,0.616,0,0,0,0,0.616,0,0,0.728
0.555,0.653,0.653,0,0,0,0,0.579,0,0,0.64
0.476,0.635,0.635,0,0,0,0,0.525,0,0,0.154
0.0491,0.543,0.543,0,0,0,0,0.465,0,0,0.214
0.0491,0.46,0.46,0,0,0,0,0.465,0,0,0
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0495,0.304,0.304,0,0,0,0,0.442,0,0,0.125
0.0757,0.331,0.331,0,0,0,0,0.446,0,0,0.187
0.0491,0.396,0.396,0,0,0,0,0.465,0,0,0.0844
0.16,0.432,0.432,0,0,0,0,0.483,0,0,0.0857
0.0491,0.313,0.313,0,0,0,0,0.465,0,0,0
0.0491,0.212,0.212,0,0,0,0,0.465,0,0,0
0.0491,0.221,0.221,0,0,0,0,0.465,0,0,0.0428
0.0491,0.23,0.23,0,0,0,0,0.465,0,0,0.214
0.14,0.221,0.221,0,0,0,0,0.495,0,0,0
0.228,0.258,0.258,0,0,0,0,0.525,0,0,0
0.138,0.285,0.285,0,0,0.319,0,0.491,0,0.224,0
0.139,0.294,0.294,0,0,0.34,0.45,0.499,0,0.132,0.0857
0.23,0.359,0.359,0,0,0,0,0.549,0,0.545,0.171
0.237,0.488,0.488,0,0,0,0,0.582,0,0.334,0.337
0.362,0.58,0.58,0,0,0,0,0.653,0,0.485,0.642
0.435,0.616,0.616,0,0,0,0,0.616,0,0.307,0.128
0.555,0.653,0.653,0,0,0,0,0.579,0,0.334,0.128
0.476,0.635,0.635,0,0,0,0,0.525,0,0.486,0.128
0.379,0.543,0.543,0,0,0,0,0.484,0,0.458,0.128
0.115,0.46,0.46,0,0,0,0,0.458,0,0,0
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.218,0.396,0.396,0,0,0,0,0.459,0,0,0.244
0.16,0.432,0.432,0,0,0,0,0.483,0,0,0.121
0.159,0.313,0.313,0,0,0,0,0.487,0,0,0.2
0.0491,0.212,0.212,0,0,0,0,0.465,0,0,0.0428
0.149,0.221,0.221,0,0,1,0.1,0.487,0,0.624,0.0428
0.143,0.23,0.23,0.717,0,0,1,0.491,0,0.183,0.214
0.14,0.221,0.221,0.917,0,0,0.05,0.495,0,0,0
0.139,0.258,0.258,0,0,0,0,0.495,0,0,0.0857
0.138,0.285,0.285,0,0,0,0,0.491,0,0,0.0857
0.139,0.294,0.294,0,0,0,0,0.499,0,0,0
0.139,0.359,0.359,0,0,0,0,0.507,0,0,0.128
0.331,0.488,0.488,0,0,0,0,0.641,0,0,0.128
0.362,0.58,0.58,0,0,0,0,0.653,0,0,0.257
0.306,0.616,0.616,0,0,0,0,0.566,0,0,0.0428
0.386,0.653,0.653,0,0,0,0,0.541,0,0,0.0428
0.689,0.635,0.635,0,0,0,0,0.555,0,0,0.246
0.214,0.543,0.543,0,0,0,0,0.475,0,0,0.535
0.115,0.46,0.46,0,0,0,0,0.458,0,0,0
0.0736,0.368,0.368,0,0,0,0,0.454,0,0,0
0.0573,0.34,0.34,0,0,0,0,0.446,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.442,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0.255
0.0757,0.331,0.331,0,0,0,0,0.446,0,0,0.267
0.134,0.396,0.396,0,0,0,0,0.462,0,0,0.541
0.16,0.432,0.432,0.217,0,0,0,0.483,0,0,0.214
0.268,0.313,0.313,0.0167,0,0,0,0.508,0,0,0.136
0.256,0.212,0.212,0,0,0,0,0.508,0,0,0.192
0.348,0.221,0.221,0,0,0,0,0.53,0,0,0.168
0.238,0.23,0.23,0,0,0,0,0.517,0,0,0.529
0.23,0.221,0.221,0,0,0,0,0.525,0,0,0
0.228,0.258,0.258,0,0,0,0,0.525,0,0,0
0.138,0.285,0.285,0,0,0,0,0.491,0,0,0
0.228,0.294,0.294,0.233,0,0,0,0.533,0,0,0.214
0.32,0.359,0.359,0,0,0,0,0.592,0,0,0.3
0.331,0.488,0.488,0,0,0,0,0.641,0,0,0.0857
0.362,0.58,0.58,0,0,0,0,0.653,0,0,0.0428
0.435,0.616,0.616,0,0,0,0,0.616,0,0,0.0857
0.555,0.653,0.653,0,0,0,0,0.579,0,0,0
0.689,0.635,0.635,0,0,0,0,0.555,0,0,0.0857
0.379,0.543,0.543,0,0,0,0,0.484,0,0,0.0591
0.181,0.46,0.46,0,0,0,0,0.451,0,0,0.0428
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0.0428
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0.171
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.396,0.396,0,0,0,0,0.465,0,0,0
0.16,0.432,0.432,0,0.667,0,0,0.483,0.613,0,0.0956
0.268,0.313,0.313,0,0.0167,0,0,0.508,0,0,0.321
0.256,0.212,0.212,0,0,0,0,0.508,0,0,0.145
0.149,0.221,0.221,0,0,0,0,0.487,0,0,0.343
0.143,0.23,0.23,0,0,0,0,0.491,0,0,0.171
0.23,0.221,0.221,0,0,0,0,0.525,0,0,0
0.228,0.258,0.258,0,0,0,0,0.525,0,0,0
0.228,0.285,0.285,0,0,0,0,0.517,0,0,0.171
0.139,0.294,0.294,0.217,0,0,0,0.499,0,0,0
0.32,0.359,0.359,1,0,0,0,0.592,0,0,0.128
0.331,0.488,0.488,0.183,0,0,0,0.641,0,0,0.0857
0.362,0.58,0.58,0,0,0,0,0.653,0,0,0.0857
0.435,0.616,0.616,0,0,0,0,0.616,0,0,0.32
0.386,0.653,0.653,0,0,0,0,0.541,0,0,0.448
0.476,0.635,0.635,0,0,0,0,0.525,0,0,0.145
0.379,0.543,0.543,0,0,0,0,0.484,0,0,0.394
0.0491,0.46,0.46,0,0,0,0,0.465,0,0,0
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0.128
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.438,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0.0973
0.134,0.396,0.396,0,0,0,0,0.462,0,0,0.0857
0.0491,0.432,0.432,0,0,0,0,0.465,0,0,0.0428
0.0491,0.313,0.313,0,0,0,0,0.465,0,0,0
0.152,0.212,0.212,0,0,0,0,0.487,0,0,0
0.248,0.221,0.221,0,0,0,0,0.508,0,0,0
0.143,0.23,0.23,0,0,0,0,0.491,0,0,0
0.14,0.221,0.221,0,0,0,0,0.495,0,0,0.0428
0.139,0.258,0.258,0,0,0,0,0.495,0,0,0.0428
0.138,0.285,0.285,0,0,0,0,0.491,0,0,0
0.228,0.294,0.294,0,0,0,0,0.533,0,0,0.0428
0.32,0.359,0.359,0.217,0,0,0,0.592,0,0,0.171
0.237,0.488,0.488,1,0,0,0,0.582,0,0,0.128
0.362,0.58,0.58,0.183,0,0,0,0.653,0,0,0.319
0.435,0.616,0.616,0,0,0,0,0.616,0,0,0.128
0.386,0.653,0.653,0,0,0,0,0.541,0,0,0
0.476,0.635,0.635,0,0,0,0,0.525,0,0,0.39
0.214,0.543,0.543,0,0,0,0,0.475,0,0,0.128
0.0491,0.46,0.46,0,0,0,0,0.465,0,0,0.0428
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0495,0.304,0.304,0,0,0,0,0.442,0,0,0.187
0.102,0.331,0.331,0,0,0,0,0.426,0,0,0.166
0.218,0.396,0.396,0,0,0,0,0.459,0,0,0.204
0.0491,0.432,0.432,0,0,0,0,0.465,0,0,0.196
0.0491,0.313,0.313,0,0,0,0,0.465,0,0,0.257
0.0491,0.212,0.212,0,0,0,0,0.465,0,0,0.128
0.0491,0.221,0.221,0.217,0,0,0,0.465,0,0,0
0.143,0.23,0.23,0.483,0,0,0,0.491,0,0,0
0.14,0.221,0.221,0,0,0,0,0.495,0,0,0
0.139,0.258,0.258,0,0,0,0,0.495,0,0,0
0.138,0.285,0.285,0,0,0,0,0.491,0,0,0
0.139,0.294,0.294,0,0,0,0,0.499,0,0,0.171
0.139,0.359,0.359,0,0,0,0,0.507,0,0,0.0428
0.237,0.488,0.488,0.967,0,0,0,0.582,0,0,0.3
0.362,0.58,0.58,0.2,0.667,0,0,0.653,0.722,0,0.128
0.435,0.616,0.616,0,0.0167,0,0,0.616,0.396,0,0.0428
0.218,0.653,0.653,0,0,0,0,0.503,0,0,0.171
0.0491,0.635,0.635,0,0,0,0,0.465,0,0,0
0.0491,0.543,0.543,0,0,0,0,0.465,0,0,0
0.0491,0.46,0.46,0,0,0,0,0.465,0,0,0.0857
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0.214
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0.231
0.134,0.396,0.396,0,0,0,0,0.462,0,0,0.108
0.16,0.432,0.432,0,0,0,0,0.483,0,0,0.273
0.159,0.313,0.313,0.233,0,0,0,0.487,0,0,0
0.152,0.212,0.212,0,0,0,0,0.487,0,0,0.0428
0.149,0.221,0.221,0,0,0,0,0.487,0,0,0.0857
0.143,0.23,0.23,0,0,0,0,0.491,0,0,0.214
0.14,0.221,0.221,0,0,0,0,0.495,0,0,0
0.139,0.258,0.258,0,0,0,0,0.495,0,0,0
0.138,0.285,0.285,0,0,0,0,0.491,0,0,0.0857
0.139,0.294,0.294,0,0,0,0,0.499,0,0,0.0428
0.139,0.359,0.359,0,0,0,0,0.507,0,0,0.0857
0.143,0.488,0.488,0.217,0,0,0,0.524,0,0,0.3
0.258,0.58,0.58,0.717,0,0,0,0.591,0,0,0.177
0.435,0.616,0.616,0,0,0,0,0.616,0,0,0.178
0.555,0.653,0.653,0,0,0,0,0.579,0,0,0.393
0.689,0.635,0.635,0,0,0,0,0.555,0,0,0
0.379,0.543,0.543,0,0,0,0,0.484,0,0,0.235
0.0491,0.46,0.46,0,0,0,0,0.465,0,0,0.0857
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0.183
0.134,0.396,0.396,0,0,0,0,0.462,0,0,0.201
0.0491,0.432,0.432,0,0,0,0,0.465,0,0,0
0.0491,0.313,0.313,0,0,0,0,0.465,0,0,0.0857
0.0491,0.212,0.212,0,0,0,0,0.465,0,0,0.328
0.0491,0.221,0.221,0,0,0,0,0.465,0,0,0
0.0491,0.23,0.23,0.717,0,0,0,0.465,0,0,0.0436
0.23,0.221,0.221,0.683,0,0,0,0.525,0,0,0
0.139,0.258,0.258,0,0,0,0,0.495,0,0,0
0.138,0.285,0.285,0,0,0,0,0.491,0,0,0
0.228,0.294,0.294,0,0,0,0,0.533,0,0,0.214
0.139,0.359,0.359,0,0,0,0,0.507,0,0,0
0.143,0.488,0.488,0.467,0,0,0,0.524,0,0,0.257
0.362,0.58,0.58,0,0,0,0,0.653,0,0,0.128
0.435,0.616,0.616,0,0.167,0,0,0.616,0.394,0,0.334
0.386,0.653,0.653,0,0.75,0,0,0.541,0.326,0,0.194
0.476,0.635,0.635,0,0,0,0,0.525,0,0,0.304
0.379,0.543,0.543,0,0,0,0,0.484,0,0,0
0.0491,0.46,0.46,0,0,0,0,0.465,0,0,0.0428
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0.214
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,1,0.1,0.465,0,0.63,0
0.0757,0.331,0.331,0,0,0,0.817,0.446,0,0.855,0
0.134,0.396,0.396,0,0,0,0,0.462,0,0.143,0.246
0.272,0.432,0.432,0,0,0,0,0.5,0,0,0.131
0.159,0.313,0.313,0,0,0,0,0.487,0,0,0.247
0.256,0.212,0.212,0,0,0,0,0.508,0,0,0.197
0.248,0.221,0.221,0,0,0,0,0.508,0,0,0.3
0.143,0.23,0.23,0,0,0,0,0.491,0,0,0.128
0.14,0.221,0.221,0,0,0,0,0.495,0,0,0.257
0.139,0.258,0.258,0,0,0,0,0.495,0,0,0.0857
0.138,0.285,0.285,0,0,0.66,0.117,0.491,0,0.00878,0.0857
0.228,0.294,0.294,0,0,0,0.333,0.533,0,0,0
0.32,0.359,0.359,0.217,0,0,0,0.592,0,0,0
0.331,0.488,0.488,1,0,0,0,0.641,0,0,0
0.362,0.58,0.58,0.183,0,0,0,0.653,0,0,0.342
0.435,0.616,0.616,0,0,0,0,0.616,0,0,0.273
0.555,0.653,0.653,0,0,0,0,0.579,0,0,0.165
0.476,0.635,0.635,0,0,0,0,0.525,0,0,0
0.214,0.543,0.543,0,0,0,0,0.475,0,0,0.0689
0.0491,0.46,0.46,0,0,0,0,0.465,0,0,0
0.0491,0.368,0.368,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.34,0.34,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.304,0.304,0,0,0,0,0.465,0,0,0
0.0491,0.331,0.331,0,0,0,0,0.465,0,0,0
0.0491,0.396,0.396,0,0,0,0,0.465,0,0,0
0.0491,0.432,0.432,0.217,0,0,0,0.465,0,0,0
0.268,0.313,0.313,1,0,0,0,0.508,0,0,0
0.256,0.212,0.212,1,0,0.66,0.367,0.508,0,0.723,0
0.248,0.221,0.221,0.833,0,0,0.55,0.508,0,0.305,0
0.238,0.23,0.23,0,0,0,0,0.517,0,0.524,0
0.23,0.221,0.221,0,0.683,0,0,0.525,0.667,0,0.0857
